Concept ID,Norwegian Term,English Term,Released,VSO Applicable
1003541000202101,apraklonidin (som apraklonidinhydroklorid) øyedr 5 mg/ml,Apraclonidine (as apraclonidine hydrochloride) 5 mg/mL eye drops solution,,True
1028371000202103,"flurbiprofen munnspray 8,75 mg/aktivering",Flurbiprofen 8.75 mg/actuation oromucosal spray solution,,True
1042641000202104,levonorgestrel intrauterint innlegg 20 mikrog/24 t,Levonorgestrel 20 microgram/24 hour prolonged-release intrauterine delivery system,,True
415165003,pregabalin kaps 300 mg,Pregabalin 300 mg oral capsule,,True
326873001,merkaptopurin tab 50 mg,Mercaptopurine 50 mg oral tablet,,True
1077171000202101,atorvastatin (som atorvastatinkalsiumtrihydrat)/ezetimib tab 80 mg + 10 mg,Atorvastatin (as atorvastatin calcium trihydrate) 80 mg and ezetimibe 10 mg oral tablet,,True
278341000202100,fytomenadion dråper 20 mg/ml,Phytonadione 20 mg/mL oral drops emulsion,,True
117541000202101,fluorometolon øyedr 1 mg/ml,Fluorometholone 1 mg/mL eye drops suspension,,True
1101961000202101,triptorelinacetat inj væske 100 mikrog/sprøyte,Triptorelin acetate 100 microgram solution for injection syringe,,True
1094601000202100,atorvastatin tab 20 mg,Atorvastatin 20 mg oral tablet,,True
1041611000202105,aripiprazol pulv til DEPOTinj væske 400 mg/hgl,Aripiprazole 400 mg powder for prolonged-release suspension for injection vial,,True
327587003,folinsyre tab 15 mg,Folinic acid 15 mg oral tablet,,True
408035004,"adrenalintartrat/bupivakainhydroklorid inj væske 5 mikrog/ml + 2,5 mg/ml",Bupivacaine hydrochloride 2.5 mg/mL and epinephrine (as epinephrine bitartrate) 5 microgram/mL solution for injection,,True
1016501000202109,filgrastim inj/inf væske 300 mikrog/sprøyte,Filgrastim 300 microgram solution for infusion or injection syringe,,True
1022501000202104,"desmopressinacetat nesespray 2,5 mikrog/aktivering",Desmopressin acetate 2.5 microgram/actuation nasal solution spray,,True
318474009,metoprololtartrat tab 100 mg,Metoprolol tartrate 100 mg oral tablet,,True
377488008,"hydroklortiazid/valsartan tab 12,5 mg + 80 mg",Hydrochlorothiazide 12.5 mg and valsartan 80 mg oral tablet,,True
317893003,orlistat kaps 120 mg,Orlistat 120 mg oral capsule,,True
765613007,litiumkarbonat DEPOTtab 400 mg,Lithium carbonate 400 mg prolonged-release oral tablet,,True
1031791000202109,"mometasonfuroat liniment, oppl 1 mg/ml",Mometasone furoate 1 mg/mL cutaneous solution,,True
1087471000202104,alendronsyre tab 10 mg,Alendronic acid 10 mg oral tablet,,True
1087101000202104,dupilumab inj væske 200 mg/penn,Dupilumab 200 mg solution for injection pen,,True
1106041000202109,"atosiban (som atosibanacetat) kons til inf væske 37,5 mg/hgl",Atosiban (as atosiban acetate) 37.5 mg concentrate for solution for infusion vial,,True
1016861000202106,østradiol (som østradiolhemihydrat) gel 1 mg/aktivering,Estradiol (as estradiol hemihydrate) 1 mg/actuation cutaneous gel,,True
1037941000202109,ertapenem pulv til kons til inf væske 1 g/hgl,Ertapenem 1 g powder for concentrate for solution for infusion vial,,True
1031721000202106,sekukinumab inj væske 150 mg/penn,Secukinumab 150 mg solution for injection pen,,True
148731000202109,"buprenorfin (som buprenorfinhydroklorid)/nalokson (som naloksonhydrokloriddihydrat) sublingvaltab 5,7 mg + 1,4 mg",Buprenorphine (as buprenorphine hydrochloride) 5.7 mg and naloxone (as naloxone hydrochloride dihydrate) 1.4 mg sublingual tablet,,True
324860002,lamivudin/zidovudin tab 150 mg + 300 mg,Lamivudine 150 mg and zidovudine 300 mg oral tablet,,True
1106091000202102,risdiplam pulv til mikst 750 mikrog/ml,Risdiplam 750 microgram/mL powder for oral solution,,True
324518009,metronidazol stikkpille 1 g,Metronidazole 1 g rectal suppository,,True
1303888001,eleksakaftor/ivakaftor/tezakaftor tab 100 mg + 75 mg + 50 mg,Elexacaftor 100 mg and ivacaftor 75 mg and tezacaftor 50 mg oral tablet,,True
1106051000202107,ravulizumab kons til inf væske 100 mg/ml,Ravulizumab 100 mg/mL concentrate for solution for infusion,,True
297691000202105,"betametason inj væske 5,7 mg/ml",Betamethasone 5.7 mg/mL suspension for injection,,True
1172547008,"immunglobulin, normalt, humant inf væske 50 mg/ml",Normal human immunoglobulin 50 mg/mL solution for infusion,,False
488001000202107,desmopressin (som desmopressinacetat) sublingvaltab 60 mikrog,Desmopressin (as desmopressin acetate) 60 microgram sublingual tablet,,True
317895005,"digoksin tab 62,5 mikrog",Digoxin 62.5 microgram oral tablet,,True
1120131000202109,melatonin tab 1 mg,Melatonin 1 mg oral tablet,,True
1022201000202102,amorolfin (som amorolfinhydroklorid) medisinsk neglelakk 50 mg/ml,Amorolfine (as amorolfine hydrochloride) 50 mg/mL medicated nail lacquer,,True
1021761000202103,levotyroksinnatrium inj væske 200 mikrog/ml,Levothyroxine sodium 200 microgram/mL solution for injection,,True
783383003,saksagliptin (som saksagliptinhydroklorid) tab 5 mg,Saxagliptin (as saxagliptin hydrochloride) 5 mg oral tablet,,True
895418000,kabozantinib (som kabozantinib S-malat) tab 40 mg,Cabozantinib (as cabozantinib s-malate) 40 mg oral tablet,,True
782020002,nimodipin inf væske 200 mikrog/ml,Nimodipine 200 microgram/mL solution for infusion,,True
374295007,levotyroksinnatrium tab 50 mikrog,Levothyroxine sodium 50 microgram oral tablet,,True
1029951000202100,prednison tab modif frisetting 5 mg,Prednisone 5 mg modified-release oral tablet,,True
375136008,primidon tab 50 mg,Primidone 50 mg oral tablet,,True
1213511000202108,cefepim pulv til inj/inf væske 1 g/hgl,Cefepime 1 g powder for solution for infusion or injection vial,,True
367511000202106,lorazepam sublingvaltab 1 mg,Lorazepam 1 mg sublingual tablet,,True
331745004,hydrokortison/mikonazolnitrat krem 10 mg/g + 20 mg/g,Hydrocortisone 10 mg/g and miconazole nitrate 20 mg/g cutaneous cream,,True
895598003,ribosiklib (som ribosiklibsuksinat) tab 200 mg,Ribociclib (as ribociclib succinate) 200 mg oral tablet,,True
782134000,vinkristinsulfat inj væske 1 mg/ml,Vincristine sulfate 1 mg/mL solution for injection,,True
1020491000202108,acetylsalisylsyre stikkpille 75 mg,Aspirin 75 mg rectal suppository,,True
1024031000202109,rizatriptan (som rizatriptanbenzoat) smeltetab 10 mg,Rizatriptan (as rizatriptan benzoate) 10 mg orodispersible tablet,,True
374372000,betametason (som betametasonvalerat) krem 1 mg/g,Betamethasone (as betamethasone valerate) 1 mg/g cutaneous cream,,True
1101401000202108,metadonhydroklorid mikst 10 mg/flaske,Methadone hydrochloride 10 mg oral solution bottle,,True
326203005,klotrimazol krem 10 mg/g,Clotrimazole 10 mg/g cutaneous cream,,True
1287181005,obetikolsyre tab 5 mg,Obeticholic acid 5 mg oral tablet,,True
353131001,østriol vagitorie 500 mikrog,Estriol 500 microgram vaginal pessary,,True
547761000202109,dimerkaptoravsyre kaps 200 mg,Dimercaptosuccinic acid 200 mg oral capsule,,True
318649003,hydralazinhydroklorid tab 25 mg,Hydralazine hydrochloride 25 mg oral tablet,,True
332049000,mometasonfuroat krem 1 mg/g,Mometasone furoate 1 mg/g cutaneous cream,,True
319775004,acetylsalisylsyre tab 75 mg,Aspirin 75 mg oral tablet,,True
788091000,alpelisib tab 50 mg,Alpelisib 50 mg oral tablet,,True
371281008,alprazolam tab 1 mg,Alprazolam 1 mg oral tablet,,True
326309006,desogestrel/etinyløstradiol tab 150 mikrog + 20 mikrog,Desogestrel 150 microgram and ethinyl estradiol 20 microgram oral tablet,,True
1025811000202105,melatonin DEPOTtab 10 mg,Melatonin 10 mg prolonged-release oral tablet,,True
407042002,atomoksetin (som atomoksetinhydroklorid) kaps 25 mg,Atomoxetine (as atomoxetine hydrochloride) 25 mg oral capsule,,True
487801000202100,morfinsulfatpentahydrat DEPOTkaps 150 mg,Morphine sulfate pentahydrate 150 mg prolonged-release oral capsule,,True
487821000202106,syklofosfamid (som syklofosfamidmonohydrat) kaps 25 mg,Cyclophosphamide (as cyclophosphamide monohydrate) 25 mg oral capsule,,True
409467001,gabapentin mikst 50 mg/ml,Gabapentin 50 mg/mL oral solution,,True
1102161000202107,burosumab inj væske 10 mg/hgl,Burosumab 10 mg solution for injection vial,,True
320006003,simvastatin tab 80 mg,Simvastatin 80 mg oral tablet,,True
322948000,primidon tab 250 mg,Primidone 250 mg oral tablet,,True
1042531000202109,nikotin DEPOTplaster 7 mg/24 t,Nicotine 7 mg/24 hour prolonged-release transdermal patch,,True
1019361000202109,"rasburikase pulv til kons til inf væske 1,5 mg/ml",Rasburicase 1.5 mg/mL powder for concentrate for solution for infusion,,True
783358003,minosyklin (som minosyklinhydroklorid) tab 50 mg,Minocycline (as minocycline hydrochloride) 50 mg oral tablet,,True
1028101000202106,"doksylaminhydrogensuksinat tab 12,5 mg",Doxylamine succinate 12.5 mg oral tablet,,True
324180003,erytromycin (som erytromycinstearat) tab 250 mg,Erythromycin (as erythromycin stearate) 250 mg oral tablet,,True
207241000202103,semaglutid inj væske 500 mikrog/aktivering,Semaglutide 500 microgram/actuation solution for injection,,True
769250008,"diklofenakdietylamin gel 11,6 mg/g",Diclofenac diethylammonium 11.6 mg/g cutaneous gel,,True
421070002,pregabalin kaps 225 mg,Pregabalin 225 mg oral capsule,,True
187681000202105,"atropinsulfat øyedr 2,5 mg/ml",Atropine sulfate 2.5 mg/mL eye drops solution,,True
508611000202106,selumetinib kaps 10 mg,Selumetinib 10 mg oral capsule,,True
1004271000202109,safinamid (som safinamidmesilat) tab 50 mg,Safinamide (as safinamide mesilate) 50 mg oral tablet,,True
322840006,klonidinhydroklorid tab 25 mikrog,Clonidine hydrochloride 25 microgram oral tablet,,True
1018431000202103,desonid krem 1 mg/g,Desonide 1 mg/g cutaneous cream,,True
1024081000202108,tropikamid øyedr 5 mg/ml,Tropicamide 5 mg/mL eye drops solution,,True
1094261000202103,ondansetron tab 4 mg,Ondansetron 4 mg oral tablet,,True
325917002,desmopressinacetat tab 100 mikrog,Desmopressin acetate 100 microgram oral tablet,,True
368011000202103,deksametasonfosfat (som deksametasonnatriumfosfat) inj væske 10 mg/ml,Dexamethasone phosphate (as dexamethasone sodium phosphate) 10 mg/mL solution for injection,,True
577931000202103,"ammoniumglykyrrisat/lakrisekstrakt diluendum FS80/senegaekstrakt, flytende mikstur 2 mg/g + 50 mg/g + 13 mg/g","Ammonium glycyrrhizate 2 mg/g and liquorice extract diluendum 50 mg/g and senegae extract, liquid 13 mg/g oral liquid",,True
1024361000202104,pramipeksol (som pramipeksoldihydrokloridmonohydrat) tab 88 mikrog,Pramipexole (as pramipexole dihydrochloride monohydrate) 88 microgram oral tablet,,True
421667000,drospirenon/etinyløstradiol tab 3 mg + 20 mikrog,Drospirenone 3 mg and ethinylestradiol 20 microgram oral tablet,,True
332825002,fusidinsyre krem 20 mg/g,Fusidic acid 20 mg/g cutaneous cream,,True
148401000202107,levofloksacin (som levofloksacinhemihydrat) inf væske 5 mg/ml,Levofloxacin (as levofloxacin hemihydrate) 5 mg/mL solution for infusion,,True
318770004,prazosin (som prazosinhydroklorid) tab 5 mg,Prazosin (as prazosin hydrochloride) 5 mg oral tablet,,True
766516002,propranololhydroklorid mikst 10 mg/ml,Propranolol hydrochloride 10 mg/mL oral solution,,True
1074451000202107,hydroklortiazid/irbesartan tab 25 mg + 300 mg,Hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet,,True
444906002,fampridin DEPOTtab 10 mg,Fampridine 10 mg prolonged-release oral tablet,,True
413998006,dimenhydrinat tab 50 mg,Dimenhydrinate 50 mg oral tablet,,True
1042801000202103,enoksaparinnatrium inj væske 10000 IE/sprøyte,Enoxaparin sodium 10000 international unit solution for injection syringe,,True
1033851000202108,lidokainhydrokloridmonohydrat inf væske 4 mg/ml,Lidocaine hydrochloride monohydrate 4 mg/mL solution for infusion,,True
703639002,krizotinib kaps 200 mg,Crizotinib 200 mg oral capsule,,True
1032541000202104,flumazenil inj/inf væske 100 mikrog/ml,Flumazenil 100 microgram/mL solution for infusion or injection,,True
783326008,domperidon (som domperidonmaleat) tab 10 mg,Domperidone (as domperidone maleate) 10 mg oral tablet,,True
1031111000202104,fenytoin (som fenytoinnatrium) kaps 100 mg,Phenytoin (as phenytoin sodium) 100 mg oral capsule,,True
781887001,flukonazol inf væske 2 mg/ml,Fluconazole 2 mg/mL solution for infusion,,True
198091000202103,takrolimus (som takrolimusmonohydrat) DEPOTtab 750 mikrog,Tacrolimus (as tacrolimus monohydrate) 750 microgram prolonged-release oral tablet,,True
1215081000202109,lonoktokog alfa pulv til inj/inf væske 500 IE/hgl,Product containing precisely lonoctocog alfa 500 international unit/1 vial powder for conventional release solution for infusion or injection,,False
1096751000202104,metronidazol vagitorie 500 mg,Metronidazole 500 mg vaginal pessary,,True
1019651000202104,misteltein inj væske 50 mg/ml,Mistletoe 50 mg/mL solution for injection,,True
1036451000202104,cetirizindihydroklorid dråper 10 mg/ml,Cetirizine hydrochloride 10 mg/mL oral drops solution,,True
317117001,butylskopolaminbromid tab 10 mg,Hyoscine butylbromide 10 mg oral tablet,,True
1287480003,abrocitinib tab 100 mg,Abrocitinib 100 mg oral tablet,,True
703727000,dienogest tab 2 mg,Dienogest 2 mg oral tablet,,True
325278007,metforminhydroklorid tab 500 mg,Metformin hydrochloride 500 mg oral tablet,,True
1036201000202104,brivaracetam inj/inf væske 10 mg/ml,Brivaracetam 10 mg/mL solution for infusion or injection,,True
187211000202103,dimetindenmaleat gel 1 mg/g,Dimetindene maleate 1 mg/g cutaneous gel,,True
1026521000202109,"hydrokortisonnatriumfosfat øyedr 3,35 mg/ml",Hydrocortisone sodium phosphate 3.35 mg/mL eye drops solution,,True
783361002,nebivolol (som nebivololhydroklorid) tab 5 mg,Nebivolol (as nebivolol hydrochloride) 5 mg oral tablet,,True
1021541000202105,polidokanol inj væske 5 mg/ml,Lauromacrogol 400 5 mg/mL solution for injection,,True
347781000202100,obinutuzumab kons til inf væske 1 g/hgl,Obinutuzumab 1 g concentrate for solution for infusion vial,,True
138351000202103,"buprenorfin (som buprenorfinhydroklorid) implantat 74,2 mg",Buprenorphine (as buprenorphine hydrochloride) 74.2 mg implant,,True
317222006,cimetidin tab 200 mg,Cimetidine 200 mg oral tablet,,True
567811000202107,ketorolaktrometamol inj/inf væske 30 mg/ml,Ketorolac trometamol 30 mg/mL solution for infusion or injection,,True
374294006,levotyroksinnatrium tab 25 mikrog,Levothyroxine sodium 25 microgram oral tablet,,True
217771000202101,metadonhydroklorid mikst 155 mg/flaske,Methadone hydrochloride 155 mg oral solution bottle,,True
1021131000202106,propofol inj/inf væske 20 mg/ml,Propofol 20 mg/mL emulsion for infusion or injection,,True
329715007,indometacin kaps 50 mg,Indometacin 50 mg oral capsule,,True
321811006,doksepin (som doksepinhydroklorid) kaps 10 mg,Doxepin (as doxepin hydrochloride) 10 mg oral capsule,,True
127781000202106,diaminooksydase tab 300 mikrog,Amine oxidase (copper-containing) 300 microgram oral tablet,,True
1020301000202106,karbamazepin DEPOTtab 300 mg,Carbamazepine 300 mg prolonged-release oral tablet,,True
321980001,nefazodonhydroklorid tab 100 mg,Nefazodone hydrochloride 100 mg oral tablet,,True
329716008,indometacin stikkpille 100 mg,Indomethacin 100 mg rectal suppository,,True
770282000,budesonid inh pulv 200 mikrog/aktivering,Budesonide 200 microgram/actuation powder for inhalation,,True
337481000202109,metreleptin pulv til inj væske 3 mg/hgl,Metreleptin 3 mg powder for solution for injection vial,,True
783588008,imatinib (som imatinibmesilat) tab 100 mg,Imatinib (as imatinib mesilate) 100 mg oral tablet,,True
895561004,alektinib (som alektinibhydroklorid) kaps 150 mg,Alectinib (as alectinib hydrochloride) 150 mg oral capsule,,True
895499009,mikonazol oralgel 20 mg/g,Miconazole 20 mg/g oral gel,,True
1303904000,kolekalsiferol tab 800 IE,Colecalciferol 800 unit oral tablet,,True
318443007,betaksololhydroklorid tab 20 mg,Betaxolol hydrochloride 20 mg oral tablet,,True
895414003,hydroksokobalamin (som hydroksokobalaminklorid) inj væske 1 mg/ml,Hydroxocobalamin (as hydroxocobalamin chloride) 1 mg/mL solution for injection,,True
1093831000202107,sunitinib kaps 25 mg,Sunitinib 25 mg oral capsule,,True
766217007,vekuroniumbromid pulv til inj væske 10 mg/hgl,Vecuronium bromide 10 mg powder for solution for injection vial,,True
448830007,roflumilast tab 500 mikrog,Roflumilast 500 microgram oral tablet,,True
1145414000,karbidopa/levodopa DEPOTtab 25 mg + 100 mg,Carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet,,True
333834003,tiopentalnatrium pulv til inj væske 500 mg/hgl,Thiopental sodium 500 mg powder for solution for injection vial,,True
1090371000202107,meropenem pulv til inj/inf væske 1 g/hgl,Meropenem 1 g powder for solution for infusion or injection vial,,True
1037501000202104,velmanase alfa pulv til inf væske 10 mg/hgl,Velmanase alfa 10 mg powder for solution for infusion vial,,True
784711000,adrenalintartrat/bupivakainhydroklorid inj væske 5 mikrog/ml + 5 mg/ml,Bupivacaine hydrochloride 5 mg/mL and epinephrine (as epinephrine bitartrate) 5 microgram/mL solution for injection,,True
1163295006,kvetiapin (som kvetiapinfumarat) DEPOTtab 50 mg,Quetiapine (as quetiapine fumarate) 50 mg prolonged-release oral tablet,,True
1039411000202109,darbepoetin alfa inj væske 100 mikrog/sprøyte,Darbepoetin alfa 100 microgram solution for injection syringe,,True
1042701000202106,c1-esteraseinhibitor (human) pulv til inj/inf væske 500 IE/hgl,Human C1 esterase inhibitor 500 international unit powder for solution for infusion or injection vial,,True
377147002,lorazepam tab 500 mikrog,Lorazepam 500 microgram oral tablet,,True
441358002,romiplostim pulv til inj væske 500 mikrog/hgl,Romiplostim 500 microgram powder for solution for injection vial,,True
1162379004,etorikoksib tab 30 mg,Etoricoxib 30 mg oral tablet,,True
1074031000202105,"betametason (som betametasondipropionat)/salisylsyre liniment, oppl 500 mikrog/g + 20 mg/g",Betamethasone (as betamethasone dipropionate) 500 microgram/g and salicylic acid 20 mg/g cutaneous solution,,True
376914000,"klobetasolpropionat liniment, oppl 500 mikrog/ml",Clobetasol propionate 500 microgram/mL cutaneous solution,,True
1021421000202102,"frovatriptan tab 2,5 mg",Frovatriptan 2.5 mg oral tablet,,True
1039441000202105,trastuzumab pulv til kons til inf væske 150 mg/hgl,Trastuzumab 150 mg powder for concentrate for solution for infusion vial,,True
387871000202100,risankizumab kons til inf væske 600 mg/hgl,Risankizumab 20 mg concentrate for solution for infusion vial,,True
326447002,noretisteron tab 350 mikrog,Norethindrone 350 microgram oral tablet,,True
1022781000202102,efedrinhydroklorid tab 50 mg,Ephedrine hydrochloride 50 mg oral tablet,,True
107411000202103,"acetylsalisylsyre/kodeinfosfathemihydrat/magnesiumhydroksid tab 500 mg + 9,6 mg + 150 mg",Aspirin 500 mg and codeine phosphate hemihydrate 9.6 mg and magnesium hydroxide 150 mg oral tablet,,True
766472006,ciklosporin mikst 100 mg/ml,Cyclosporine 100 mg/mL oral solution,,True
765569008,oksykodonhydroklorid DEPOTtab 80 mg,Oxycodone hydrochloride 80 mg prolonged-release oral tablet,,True
1120691000202100,bosutinib (som bosutinibmonohydrat) tab 100 mg,Bosutinib (as bosutinib monohydrate) 100 mg oral tablet,,True
769510009,fentanyl DEPOTplaster 25 mikrog/t,Fentanyl 25 microgram/hour prolonged-release transdermal patch,,True
322497001,buprenorfin (som buprenorfinhydroklorid) sublingvaltab 8 mg,Buprenorphine (as buprenorphine hydrochloride) 8 mg sublingual tablet,,True
1025391000202108,"mesalazin tab modif frisetting 1,6 g",Mesalamine 1.6 g modified-release oral tablet,,True
1041751000202103,trabektedin pulv til kons til inf væske 250 mikrog/hgl,Trabectedin 250 microgram powder for concentrate for solution for infusion vial,,True
207341000202107,lidokainhydroklorid kons til inf væske 200 mg/ml,Lidocaine hydrochloride 200 mg/mL concentrate for solution for infusion,,True
1026961000202109,timolol (som timololmaleat) øyedr 5 mg/ml,Timolol (as timolol maleate) 5 mg/mL eye drops solution,,True
1028551000202101,penicillamin enterotab 150 mg,Penicillamine 150 mg gastro-resistant oral tablet,,True
770310003,flutikasonpropionat/salmeterol (som salmeterolxinafoat) inh pulv 500 mikrog/aktivering + 50 mikrog/aktivering,Fluticasone propionate 500 microgram and salmeterol (as salmeterol xinafoate) 50 microgram/actuation powder for inhalation,,True
1095091000202102,vardenafil tab 20 mg,Vardenafil 20 mg oral tablet,,True
1040071000202100,kolekalsiferol kaps 25000 IE,Cholecalciferol 25000 international unit oral capsule,,True
1095381000202102,sitagliptin tab 25 mg,Sitagliptin 25 mg oral tablet,,True
1068391000202107,bariumsulfat mikst 400 mg/ml,Barium sulfate 400 mg/mL oral suspension,,True
703792001,pomalidomid kaps 2 mg,Pomalidomide 2 mg oral capsule,,True
487971000202100,"atezolizumab inj væske 1,875 g/hgl",Atezolizumab 1.875 g solution for injection vial,,True
1022611000202103,"leuprorelinacetat pulv til inj væske 22,5 mg/sprøyte",Leuprolide acetate 22.5 mg powder for solution for injection syringe,,True
1039231000202100,topotekan (som topotekanhydroklorid) pulv til kons til inf væske 4 mg/hgl,Topotecan (as topotecan hydrochloride) 4 mg powder for concentrate for solution for infusion vial,,True
1304317003,biktegravir (som biktegravirnatrium)/emtricitabin/tenofoviralafenamid (som tenofoviralafenamidfumarat) tab 50 mg + 200 mg + 25 mg,Bictegravir (as bictegravir sodium) 50 mg and emtricitabine 200 mg and tenofovir alafenamide (as tenofovir alafenamide fumarate) 25 mg oral tablet,,True
1026731000202100,østradiol (som østradiolhemihydrat) vag tab 10 mikrog,Estradiol (as estradiol hemihydrate) 10 microgram vaginal tablet,,True
1087501000202108,entekavir (som entekavirmonohydrat) tab 1 mg,Entecavir (as entecavir monohydrate) 1 mg oral tablet,,True
406790009,aripiprazol tab 30 mg,Aripiprazole 30 mg oral tablet,,True
1087091000202109,"daratumumab inj væske 1,8 g/hgl",Daratumumab 1.8 g solution for injection vial,,True
1035131000202107,metotreksat inj væske 25 mg/penn,Methotrexate 25 mg solution for injection pen,,True
781886005,flekainidacetat inj væske 10 mg/ml,Flecainide acetate 10 mg/mL solution for injection,,True
408605005,paracetamol smeltetab 250 mg,Paracetamol 250 mg orodispersible tablet,,True
1287111000,ivakaftor tab 75 mg,Ivacaftor 75 mg oral tablet,,True
247281000202104,natriumsulfatdekahydrat pulv 75 g/beholder,Sodium sulfate decahydrate 75 g/container oral powder,,True
1028701000202107,kvinagolid (som kvinagolidhydroklorid) tab 150 mikrog,Quinagolide (as quinagolide hydrochloride) 150 microgram oral tablet,,True
1039141000202104,hydroksokobalamin pulv til inf væske 5 g/hgl,Hydroxocobalamin 5 g powder for solution for infusion vial,,True
1040281000202107,metadonhydroklorid mikst 130 mg/flaske,Methadone hydrochloride 130 mg oral solution bottle,,True
1163313002,tolterodintartrat DEPOTkaps 4 mg,Tolterodine tartrate 4 mg prolonged-release oral capsule,,True
1106311000202106,treprostinil (som treprostinilnatrium) inf væske 5 mg/ml,Treprostinil (as treprostinil sodium) 5 mg/mL solution for infusion,,True
782127002,triamcinolonheksacetonid inj væske 20 mg/ml,Triamcinolone hexacetonide 20 mg/mL suspension for injection,,True
1101851000202106,testosteronundekanoat inj væske 1 g/hgl,Testosterone undecanoate 1 g solution for injection vial,,True
1023671000202100,etonogestrel implantat 68 mg,Etonogestrel 68 mg implant,,True
198751000202105,amfetaminsulfat tab 5 mg,Amphetamine sulfate 5 mg oral tablet,,True
1043191000202108,buprenorfin DEPOTinj væske 24 mg/sprøyte,Buprenorphine 24 mg prolonged-release solution for injection syringe,,True
1039591000202102,gadobutrol inj væske 1 mmol/ml,Gadobutrol 1 mmol/mL solution for injection,,True
1040331000202100,metadonhydroklorid mikst 90 mg/flaske,Methadone hydrochloride 90 mg oral solution bottle,,True
374708004,liotyroninnatrium tab 5 mikrog,Liothyronine sodium 5 microgram oral tablet,,True
318187007,amiodaronhydroklorid tab 200 mg,Amiodarone hydrochloride 200 mg oral tablet,,True
1020881000202109,sumatriptan (som sumatriptansuksinat) nesespray 20 mg/aktivering,Sumatriptan (as sumatriptan succinate) 20 mg/actuation nasal solution spray,,True
329347000,kalsitriol kaps 250 ng,Calcitriol 250 nanogram oral capsule,,True
1034411000202105,oksitriptan kaps 50 mg,Oxitriptan 50 mg oral capsule,,True
1172548003,"immunglobulin, normalt, humant inj væske 200 mg/ml",Normal human immunoglobulin 200 mg/mL solution for injection,,False
330835001,natriumklorid øyesalve 50 mg/g,Sodium chloride 50 mg/g eye ointment,,True
547711000202107,tapentadol DEPOTtab 200 mg,Tapentadol 200 mg prolonged-release oral tablet,,True
1029131000202107,deksamfetaminsulfat DEPOTkaps 15 mg,Dextroamphetamine sulfate 15 mg prolonged-release oral capsule,,True
327103006,takrolimus kaps 500 mikrog,Tacrolimus 500 microgram oral capsule,,True
1023381000202107,metylfenidathydroklorid kaps modif frisetting 5 mg,Methylphenidate hydrochloride 5 mg modified-release oral capsule,,False
537621000202108,rukaparib (som rukaparibkamsylat) tab 200 mg,Rucaparib (as rucaparib camsylate) 200 mg oral tablet,,True
1026891000202109,sekukinumab inj væske 150 mg/sprøyte,Secukinumab 150 mg solution for injection syringe,,True
1096611000202106,nikotin sugetab 2 mg,Nicotine 2 mg oromucosal lozenge,,True
1017161000202103,askorbinsyre inj væske 150 mg/ml,Ascorbic acid 150 mg/mL solution for injection,,True
784757003,guanfacin (som guanfacinhydroklorid) DEPOTtab 4 mg,Guanfacine (as guanfacine hydrochloride) 4 mg prolonged-release oral tablet,,True
1019831000202109,pivmecillinamhydroklorid tab 400 mg,Pivmecillinam hydrochloride 400 mg oral tablet,,True
1026721000202102,azitromycin (som azitromycindihydrat) pulv til mikst 40 mg/ml,Azithromycin (as azithromycin dihydrate) 40 mg/mL powder for oral suspension,,True
1003671000202105,alfentanil (som alfentanilhydrokloridhydrat) inj væske 500 mikrog/ml,Alfentanil (as alfentanil hydrochloride hydrate) 500 microgram/mL solution for injection,,True
1032811000202102,takrolimus (som takrolimusmonohydrat) DEPOTkaps 1 mg,Tacrolimus (as tacrolimus monohydrate) 1 mg prolonged-release oral capsule,,True
1029561000202107,busulfan kons til inf væske 6 mg/ml,Busulfan 6 mg/mL concentrate for solution for infusion,,True
1034351000202100,topotekan (som topotekanhydroklorid) kons til inf væske 1 mg/ml,Topotecan (as topotecan hydrochloride) 1 mg/mL concentrate for solution for infusion,,True
703729002,perampanel tab 2 mg,Perampanel 2 mg oral tablet,,True
1087021000202106,tocilizumab inj væske 162 mg/penn,Tocilizumab 162 mg solution for injection pen,,True
1027131000202102,paromycin (som paromycinsulfat) tab 250 mg,Paromomycin (as paromomycin sulfate) 250 mg oral tablet,,True
1079801000202107,amlodipinbesilat/hydroklortiazid/valsartan tab 10 mg + 25 mg + 160 mg,Amlodipine (as amlodipine besylate) 10 mg and hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet,,True
1090201000202105,"cefuroksim pulv til inj/inf væske 1,5 g/hgl",Cefuroxime 1.5 g powder for solution for infusion or injection vial,,True
1036271000202109,noradrenalin (som noradrenalintartrat) kons til inf væske 1 mg/ml,Norepinephrine (as noradrenaline tartrate) 1 mg/mL concentrate for solution for infusion,,True
1034071000202109,efedrinhydroklorid inj væske 50 mg/ml,Ephedrine hydrochloride 50 mg/mL solution for injection,,True
1016611000202105,salbutamol (som salbutamolsulfat) inh væske til nebulisator 5 mg/ml,Albuterol (as albuterol sulfate) 5 mg/mL solution for nebulizer,,True
1086801000202109,"østradiol DEPOTplaster 37,5 mikrog/24 t",Estradiol 37.5 microgram/24 hour prolonged-release transdermal patch,,True
376585004,ivermektin tab 3 mg,Ivermectin 3 mg oral tablet,,True
187311000202105,amlodipin (som amlodipinbesilat) mikstur 1 mg/ml,Amlodipine (as amlodipine besilate) 1 mg/mL oral liquid,,True
